Churn,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaymentMethod,Monthly,Total,Cuentas_Diarias
Yes,0,No,No,5,Fiber optic,No,No,No,No,Month-to-month,Electronic check,85.2,474.8,2.84
No,0,No,No,52,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),57.95,3042.25,1.932
Yes,0,No,Yes,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.65,69.65,2.322
Yes,1,Yes,No,70,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,102.95,7101.5,3.432
No,0,Yes,No,62,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,101.35,6164.7,3.378
Yes,1,Yes,No,49,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),90.05,4547.25,3.002
No,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.75,78.3,0.658
Yes,0,Yes,Yes,17,Fiber optic,Yes,No,No,Yes,Month-to-month,Electronic check,91.85,1574.45,3.062
No,0,Yes,No,14,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,82.65,1185.0,2.755
No,0,No,No,59,DSL,Yes,No,No,Yes,One year,Bank transfer (automatic),68.7,4070.95,2.29
No,0,No,No,47,DSL,Yes,Yes,No,Yes,One year,Mailed check,58.9,2813.05,1.963
No,0,Yes,No,71,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1710.15,0.822
Yes,0,Yes,Yes,47,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),107.35,5118.95,3.578
No,0,No,No,5,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,96.55,500.1,3.218
Yes,0,Yes,No,11,DSL,No,No,No,No,Month-to-month,Electronic check,44.05,483.7,1.468
No,0,Yes,Yes,41,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),109.1,4454.25,3.637
No,0,No,No,52,DSL,Yes,Yes,No,No,Two year,Credit card (automatic),63.25,3342.45,2.108
No,0,No,No,9,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.4,181.8,0.68
No,0,No,No,9,DSL,No,No,No,No,Month-to-month,Electronic check,43.75,405.7,1.458
Yes,0,No,No,10,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),80.25,846.0,2.675
No,0,No,Yes,12,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.35,212.3,0.645
Yes,0,No,No,22,DSL,No,Yes,No,Yes,One year,Credit card (automatic),55.15,1193.05,1.838
No,0,Yes,Yes,52,DSL,No,Yes,Yes,Yes,One year,Electronic check,68.75,3482.85,2.292
Yes,0,Yes,Yes,43,DSL,No,No,No,No,Month-to-month,Electronic check,56.15,2499.3,1.872
No,0,No,No,13,DSL,No,No,Yes,No,Month-to-month,Electronic check,49.15,649.4,1.638
Yes,0,No,No,3,Fiber optic,No,No,No,No,Month-to-month,Electronic check,75.8,246.3,2.527
No,1,Yes,No,16,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,91.55,1540.05,3.052
No,1,Yes,No,45,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),24.7,1174.35,0.823
Yes,0,Yes,Yes,4,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,73.75,325.45,2.458
Yes,0,No,No,3,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,79.1,246.5,2.637
Yes,0,Yes,No,6,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,105.3,545.2,3.51
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.6,19.6,0.653
No,0,Yes,No,70,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.25,1724.15,0.808
Yes,0,Yes,Yes,3,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),29.7,91.7,0.99
Yes,0,No,No,56,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,24.9,1334.0,0.83
Yes,1,No,No,24,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,101.25,2440.15,3.375
Yes,1,Yes,No,25,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,98.5,2514.5,3.283
No,0,No,No,53,DSL,Yes,Yes,Yes,Yes,One year,Electronic check,53.6,2879.2,1.787
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.85,69.85,2.328
Yes,0,Yes,Yes,25,Fiber optic,No,No,No,No,One year,Electronic check,90.4,2178.6,3.013
No,0,Yes,Yes,8,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),44.65,369.15,1.488
No,0,Yes,Yes,27,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,550.1,0.663
No,0,Yes,No,60,DSL,Yes,Yes,Yes,No,One year,Electronic check,50.05,2911.5,1.668
No,1,No,No,20,Fiber optic,No,No,No,No,Month-to-month,Electronic check,81.45,1671.6,2.715
Yes,1,No,No,56,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),104.75,5510.65,3.492
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,81.1,81.1,2.703
No,0,No,No,42,DSL,No,No,Yes,Yes,Two year,Credit card (automatic),66.5,2762.75,2.217
No,0,No,No,16,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.1,318.6,0.67
No,0,Yes,Yes,65,Fiber optic,No,Yes,Yes,Yes,Two year,Credit card (automatic),110.8,7245.9,3.693
No,1,Yes,No,20,Fiber optic,No,No,No,No,One year,Bank transfer (automatic),91.0,1859.5,3.033
No,0,No,No,33,Fiber optic,Yes,No,No,Yes,Two year,Electronic check,88.95,3027.65,2.965
No,0,Yes,No,22,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.45,471.55,0.682
Yes,0,No,No,8,DSL,Yes,No,No,No,Month-to-month,Electronic check,30.45,226.45,1.015
No,0,No,No,44,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,905.55,0.68
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),26.25,1988.05,0.875
Yes,0,No,No,7,Fiber optic,No,No,No,No,Month-to-month,Electronic check,93.85,635.6,3.128
No,0,Yes,No,51,DSL,No,Yes,No,Yes,One year,Credit card (automatic),78.65,3950.85,2.622
No,1,No,No,69,Fiber optic,Yes,No,Yes,Yes,Two year,Credit card (automatic),110.25,7467.55,3.675
Yes,0,No,No,57,DSL,No,Yes,No,No,Month-to-month,Electronic check,39.3,2111.45,1.31
Yes,0,No,Yes,35,Fiber optic,No,No,Yes,No,One year,Electronic check,85.15,3030.6,2.838
Yes,0,Yes,Yes,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.4,147.15,2.347
Yes,1,No,No,15,Fiber optic,No,No,No,No,Month-to-month,Electronic check,79.4,1156.1,2.647
No,0,Yes,Yes,22,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.95,433.5,0.665
No,0,No,Yes,53,DSL,Yes,Yes,No,Yes,One year,Credit card (automatic),62.85,3419.5,2.095
No,0,No,No,9,Fiber optic,No,No,No,No,Month-to-month,Mailed check,88.4,788.6,2.947
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,20.35,0.678
No,0,Yes,Yes,32,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,18.95,613.95,0.632
No,0,Yes,No,34,Fiber optic,No,Yes,No,No,Month-to-month,Mailed check,88.85,3000.25,2.962
No,0,No,Yes,54,DSL,No,Yes,Yes,Yes,One year,Electronic check,61.0,3283.05,2.033
Yes,0,Yes,Yes,6,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,80.5,502.85,2.683
No,0,Yes,Yes,62,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.95,1244.8,0.665
Yes,0,Yes,Yes,13,DSL,No,No,No,No,Month-to-month,Electronic check,55.95,734.35,1.865
No,0,Yes,Yes,30,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.3,602.9,0.643
No,0,Yes,Yes,55,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.5,1026.35,0.65
No,0,Yes,Yes,17,DSL,Yes,No,Yes,No,One year,Bank transfer (automatic),70.35,1201.65,2.345
No,0,Yes,No,7,DSL,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),81.25,580.1,2.708
No,0,Yes,No,18,Fiber optic,No,No,Yes,No,Month-to-month,Credit card (automatic),95.95,1745.5,3.198
No,0,Yes,Yes,6,DSL,No,No,No,No,Month-to-month,Mailed check,45.5,285.2,1.517
No,0,No,No,53,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),73.9,3958.25,2.463
Yes,0,Yes,No,16,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),73.85,1284.2,2.462
No,0,Yes,Yes,45,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.45,1088.25,0.815
No,1,Yes,No,64,Fiber optic,Yes,Yes,Yes,No,One year,Bank transfer (automatic),97.0,6430.9,3.233
No,0,No,No,18,DSL,Yes,Yes,No,Yes,One year,Mailed check,40.2,711.95,1.34
No,0,Yes,No,70,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),74.8,5315.8,2.493
No,0,No,No,69,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),23.95,1713.1,0.798
No,0,Yes,Yes,40,Fiber optic,No,Yes,Yes,No,Month-to-month,Credit card (automatic),96.35,3915.4,3.212
Yes,0,Yes,Yes,21,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,102.8,2110.15,3.427
Yes,0,No,No,19,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,95.15,1789.25,3.172
No,0,Yes,Yes,18,Fiber optic,Yes,No,Yes,No,Month-to-month,Mailed check,87.9,1500.5,2.93
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,20.05,0.668
Yes,0,No,No,2,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),62.05,118.3,2.068
No,0,Yes,No,33,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),59.55,2016.3,1.985
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.3,19.3,0.643
No,1,Yes,Yes,60,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),74.85,4456.35,2.495
No,0,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Two year,Credit card (automatic),109.75,7758.9,3.658
Yes,0,No,No,2,DSL,No,No,No,No,Month-to-month,Mailed check,45.0,96.45,1.5
No,0,No,No,63,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),79.85,4861.45,2.662
No,0,No,No,12,DSL,Yes,Yes,No,Yes,Month-to-month,Electronic check,67.25,832.3,2.242
No,0,No,No,31,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Electronic check,87.6,2724.25,2.92
No,0,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),89.9,6457.15,2.997
No,1,Yes,No,50,Fiber optic,Yes,Yes,Yes,No,One year,Bank transfer (automatic),101.9,5265.5,3.397
No,0,No,No,54,DSL,Yes,Yes,No,No,Two year,Bank transfer (automatic),46.2,2431.95,1.54
Yes,0,No,No,1,DSL,No,No,No,Yes,Month-to-month,Electronic check,52.2,52.2,1.74
No,1,No,No,11,DSL,Yes,No,No,No,Month-to-month,Electronic check,55.6,580.8,1.853
No,0,Yes,No,44,DSL,No,Yes,Yes,Yes,One year,Electronic check,70.95,3250.45,2.365
No,0,Yes,No,62,Fiber optic,No,No,Yes,Yes,Two year,Bank transfer (automatic),107.6,6912.7,3.587
No,0,No,No,57,Fiber optic,No,No,No,No,One year,Electronic check,86.9,4939.25,2.897
No,0,Yes,Yes,18,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.8,342.3,0.66
No,0,Yes,No,70,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),98.7,6858.9,3.29
No,0,No,No,21,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),99.85,1992.55,3.328
Yes,1,No,No,17,DSL,No,No,No,No,Month-to-month,Electronic check,45.05,770.6,1.502
No,1,Yes,No,42,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,95.55,3930.6,3.185
No,0,Yes,No,21,Fiber optic,No,No,Yes,Yes,One year,Electronic check,79.2,1742.45,2.64
No,0,No,No,3,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.55,61.05,0.652
No,0,No,Yes,8,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,170.9,0.665
Yes,0,Yes,Yes,18,DSL,No,No,Yes,No,Month-to-month,Electronic check,57.45,990.85,1.915
Yes,1,No,No,2,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,88.55,179.25,2.952
No,0,Yes,Yes,2,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.2,34.75,0.673
No,1,No,No,51,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.6,967.9,0.653
No,0,Yes,Yes,21,DSL,Yes,No,No,No,One year,Bank transfer (automatic),75.9,1549.75,2.53
Yes,0,Yes,No,55,DSL,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),54.55,2978.3,1.818
No,0,No,No,70,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),89.75,6367.2,2.992
Yes,0,No,No,31,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,55.25,1715.65,1.842
No,0,No,No,67,DSL,Yes,No,Yes,Yes,One year,Bank transfer (automatic),49.35,3321.35,1.645
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.1,70.1,2.337
No,0,No,No,21,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,390.4,0.653
Yes,0,Yes,No,22,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.25,1554.0,2.308
Yes,1,No,No,11,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),84.8,906.85,2.827
No,1,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,45.2,45.2,1.507
No,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.85,1872.2,0.862
No,0,Yes,Yes,34,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),25.6,917.15,0.853
No,0,Yes,Yes,29,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,20.0,540.05,0.667
Yes,0,Yes,No,56,Fiber optic,No,Yes,No,No,One year,Credit card (automatic),100.3,5614.45,3.343
No,0,Yes,Yes,5,DSL,Yes,Yes,No,Yes,Month-to-month,Credit card (automatic),64.4,316.9,2.147
No,0,No,No,18,DSL,Yes,No,Yes,No,Month-to-month,Mailed check,33.6,550.35,1.12
No,0,Yes,Yes,20,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.0,417.65,0.667
Yes,1,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,79.6,195.05,2.653
No,0,No,Yes,45,Fiber optic,No,No,Yes,No,Two year,Bank transfer (automatic),99.7,4634.35,3.323
No,1,Yes,No,20,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,107.05,2172.05,3.568
No,0,No,No,29,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.0,599.3,0.667
No,0,No,No,50,DSL,No,Yes,No,Yes,Two year,Mailed check,79.6,4024.2,2.653
No,0,No,No,11,DSL,No,No,No,No,Month-to-month,Mailed check,35.8,363.15,1.193
No,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),91.95,6614.9,3.065
No,0,No,Yes,6,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,100.9,0.655
Yes,0,No,No,44,Fiber optic,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),84.8,3862.55,2.827
No,0,Yes,No,72,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),86.65,6094.25,2.888
No,0,No,No,48,Fiber optic,Yes,No,No,Yes,Month-to-month,Electronic check,95.4,4445.3,3.18
No,1,No,No,50,DSL,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),70.35,3454.6,2.345
No,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,55.55,55.55,1.852
Yes,0,No,Yes,1,DSL,No,No,No,No,Month-to-month,Electronic check,24.75,24.75,0.825
No,0,Yes,Yes,36,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),60.7,2234.55,2.023
No,0,Yes,Yes,7,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.25,144.35,0.675
Yes,0,No,No,26,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,98.35,2515.3,3.278
No,0,No,No,40,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.15,804.85,0.672
No,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),72.1,5016.65,2.403
No,0,Yes,No,63,DSL,No,No,Yes,Yes,Two year,Credit card (automatic),79.8,5034.05,2.66
No,0,Yes,No,2,Fiber optic,Yes,No,No,Yes,Month-to-month,Electronic check,80.15,194.55,2.672
No,0,Yes,Yes,60,Fiber optic,Yes,No,Yes,No,One year,Bank transfer (automatic),95.4,5812.0,3.18
No,0,Yes,Yes,47,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.3,890.5,0.643
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,20.5,0.683
No,0,No,No,25,DSL,Yes,Yes,No,Yes,Month-to-month,Mailed check,79.0,1902.0,2.633
No,0,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Electronic check,75.65,302.35,2.522
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,50.1,50.1,1.67
No,1,Yes,No,37,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.6,727.8,0.653
Yes,1,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Electronic check,84.6,360.1,2.82
No,0,Yes,Yes,72,DSL,No,Yes,Yes,No,Two year,Bank transfer (automatic),75.4,5480.25,2.513
No,0,Yes,No,67,Fiber optic,No,Yes,Yes,No,One year,Bank transfer (automatic),105.7,6816.95,3.523
No,0,Yes,No,59,DSL,No,Yes,No,Yes,One year,Electronic check,80.1,4693.2,2.67
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.4,70.4,2.347
No,0,Yes,No,43,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,94.1,4107.3,3.137
Yes,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.45,19.45,0.648
Yes,0,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.4,281.0,2.347
Yes,0,Yes,Yes,9,DSL,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,65.0,663.05,2.167
No,0,Yes,Yes,30,Fiber optic,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),82.05,2570.2,2.735
No,0,No,No,13,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.45,232.1,0.648
No,0,No,No,2,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,74.75,144.8,2.492
No,0,Yes,No,30,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.05,637.55,0.635
No,0,Yes,Yes,12,DSL,No,No,No,Yes,One year,Credit card (automatic),30.25,368.85,1.008
No,0,Yes,No,63,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),110.1,6705.7,3.67
No,0,Yes,Yes,48,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,23.55,1173.35,0.785
No,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.15,20.15,0.672
No,1,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),82.7,5831.2,2.757
No,0,Yes,No,61,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.4,1417.9,0.813
No,1,No,No,5,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.05,94.15,0.668
Yes,1,Yes,No,46,DSL,No,Yes,Yes,Yes,One year,Bank transfer (automatic),59.9,2816.65,1.997
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,0.673
Yes,0,Yes,No,47,Fiber optic,Yes,No,Yes,Yes,One year,Credit card (automatic),110.85,5275.8,3.695
Yes,0,Yes,No,59,Fiber optic,No,No,Yes,No,One year,Bank transfer (automatic),99.5,5961.1,3.317
Yes,1,Yes,No,5,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,81.0,371.65,2.7
No,0,No,No,26,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.8,457.3,0.66
No,0,No,No,40,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,65.1,2586.0,2.17
Yes,0,No,Yes,1,DSL,Yes,Yes,No,Yes,Month-to-month,Electronic check,60.0,60.0,2.0
No,0,Yes,Yes,7,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.25,174.7,0.675
